Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
157	NCT02325518	Comparison of IOP (Intraocular Pressure)-Lowering Efficacy and Safety of AZORGA® Ophthalmic Suspension and COSOPT® Ophthalmic Solution	Recruiting	No Results Available	Open-Angle Glaucoma|Ocular Hypertension	Drug: Brinzolamide 1%/Timolol maleate 0.5% fixed combination ophthalmic suspension|Drug: Dorzolamide hydrochloride 1%/Timolol maleate 0.5% ophthalmic solution|Drug: Subject's habitual PGA monotherapy	Alcon Research	Both	Adult|Senior	Phase 4	190	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	ALJ-P2014-1|UMIN000017569	December 22, 2014	December 2014	December 2015	October 5, 2015	October 2015	No Study Results Posted	null	December 2015	Mean change from baseline in intraocular pressure (IOP) at 11 AM|Mean change from baseline in IOP at 9 AM	https://ClinicalTrials.gov/show/NCT02325518
158	NCT02105285	Efficacy and Safety Study of OPC-1085EL Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension	Completed	No Results Available	Glaucoma|Ocular Hypertension	Drug: OPC-1085EL ophthalmic solution|Drug: Carteolol long-acting ophthalmic solution	Otsuka Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	193	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	1085EL-13-003	March 27, 2014	April 2014	January 2015	August 26, 2015	August 2015	No Study Results Posted	null	January 2015	Change from baseline in intraocular pressure at 8 weeks.re|Subject incidence and percentage, and event count of adverse events	https://ClinicalTrials.gov/show/NCT02105285
159	NCT02105272	Efficacy and Safety Study of OPC-1085EL Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension	Completed	No Results Available	Glaucoma|Ocular Hypertension	Drug: OPC-1085EL ophthalmic solution|Drug: Latanoprost ophthalmic solution	Otsuka Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	237	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	1085EL-13-002	March 27, 2014	April 2014	March 2015	August 26, 2015	August 2015	No Study Results Posted	null	March 2015	Change from baseline in intraocular pressure at 8 weeks|Subject incidence and percentage, and event count of adverse events	https://ClinicalTrials.gov/show/NCT02105272
160	NCT01863953	A Safety and Efficacy Study of Fixed-Combination Bimatoprost and Brimonidine in Chronic Glaucoma or Ocular Hypertension	Completed	Has Results	Glaucoma|Ocular Hypertension	Drug: Fixed-Combination Bimatoprost/Brimonidine|Drug: Bimatoprost Ophthalmic Solution 0.01%|Drug: Vehicle Ophthalmic Solution|Drug: Brimonidine Tartrate Ophthalmic Solution 0.2%	Allergan	Both	Adult|Senior	Phase 2	112	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	192024-082	May 24, 2013	June 2013	December 2013	January 16, 2015	January 2015	January 16, 2015	null	December 2013	Change From Baseline in Average Eye Mean Diurnal Intraocular Pressure (IOP)|Change From Baseline in Average Eye Mean Diurnal IOP|Average Eye Mean Diurnal IOP	https://ClinicalTrials.gov/show/NCT01863953
161	NCT01886456	IOP Lowering Effect of PLT Versus SLT in Naiv OAG Patients	Recruiting	No Results Available	Open Angle Glaucoma,|Ocular Hypertension	Device: Laser trabeculoplasty	University of Zurich	Both	Adult|Senior		210	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	14.1.2013_KEK ZH 2012-0422	June 21, 2013	February 2013	February 2017	June 24, 2013	June 2013	No Study Results Posted	null	February 2017	Intraocular pressure 6 months after Intervention	https://ClinicalTrials.gov/show/NCT01886456
162	NCT02097719	Efficacy and Safety Study of Bimatoprost 0.01% Alone Compared With Travoprost 0.004% and Timolol 0.5% in Subjects With Glaucoma or Ocular Hypertension	Active, not recruiting	No Results Available	Glaucoma|Ocular Hypertension	Drug: bimatoprost 0.01%|Drug: travoprost 0.004%|Drug: timolol 0.5%|Drug: hypromellose 0.3%	Allergan	Both	Adult|Senior	Phase 4	100	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	GMA-LUM-12-022	March 25, 2014	April 2014	November 2015	December 9, 2014	December 2014	No Study Results Posted	null	November 2015	Intraocular Pressure (IOP) in the Study Eye	https://ClinicalTrials.gov/show/NCT02097719
163	NCT01881126	An Efficacy and Safety Study of Bimatoprost 0.01% Alone Compared With Travoprost 0.004% and Timolol 0.5% in Subjects With Glaucoma or Ocular Hypertension	Completed	No Results Available	Glaucoma|Ocular Hypertension	Drug: bimatoprost 0.01%|Drug: travatan 0.004%|Drug: timolol 0.5%|Drug: hypromellose 0.3%	Allergan	Both	Adult|Senior	Phase 4	93	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	GMA-LUM-12-021	June 17, 2013	June 2013	October 2014	April 15, 2015	April 2015	No Study Results Posted	null	October 2014	Intraocular Pressure (IOP) in the Study Eye	https://ClinicalTrials.gov/show/NCT01881126
164	NCT01794442	Study on the Oxygen Saturation in Pulsating and Non-pulsating Central Retinal Veins	Recruiting	No Results Available	Open Angle Glaucoma|Normal Tension Glaucoma		Universitaire Ziekenhuizen Leuven	Both	Adult|Senior		120	Other	Observational	Time Perspective: Prospective	S120213	February 12, 2013	January 2013	December 2015	May 28, 2015	January 2013	No Study Results Posted	null	December 2015	Retinal Oxygen saturation in retinal veins with absent pulsation	https://ClinicalTrials.gov/show/NCT01794442
165	NCT02228577	Safety and Performance Study of the CyPass System Applier Model 241	Completed	No Results Available	Open Angle Glaucoma (OAG)		Transcend Medical, Inc.	Both	Child|Adult|Senior		172	Industry	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	TMI-14-01	August 27, 2014	August 2014	October 2014	May 11, 2015	May 2015	No Study Results Posted	RePASS	October 2014	Ocular adverse events in the study eye	https://ClinicalTrials.gov/show/NCT02228577
166	NCT01881425	InnFocus MicroShunt Versus Trabeculectomy Study	Recruiting	No Results Available	Primary Open Angle Glaucoma	Procedure: Glaucoma Surgery|Device: InnFocus MicroShunt	InnFocus Inc.	Both	Adult|Senior	Phase 2|Phase 3	857	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	INN005	June 17, 2013	June 2013	September 2018	May 4, 2015	June 2014	No Study Results Posted	IMS	June 2018	Reduction in intraocular pressure|> 20% decrease in diurnal intraocular pressure	https://ClinicalTrials.gov/show/NCT01881425
167	NCT02143843	An Open-Label Extension Study to Evaluate the Safety of the ForSight VISION5 Product	Active, not recruiting	No Results Available	Primary Open-Angle Glaucoma|Ocular Hypertension	Drug: ForSight VISION5 Product	ForSight Vision5, Inc.	Both	Adult|Senior	Phase 1|Phase 2	126	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	FSV5-003	May 18, 2014	May 2014	January 2016	August 10, 2015	August 2015	No Study Results Posted	null	December 2015	Safety|Intraocular Pressure (IOP)	https://ClinicalTrials.gov/show/NCT02143843
168	NCT02537015	An Open-label Extension Study to Evaluate the Safety of the 13 mg Bimatoprost Ocular Insert	Enrolling by invitation	No Results Available	Primary Open-Angle Glaucoma|Ocular Hypertension	Drug: Bimatoprost Ocular Insert	ForSight Vision5, Inc.	Both	Adult|Senior	Phase 1|Phase 2	100	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	FSV5-005 OLE 2	August 27, 2015	August 2015	August 2016	August 28, 2015	August 2015	No Study Results Posted	OLE2	July 2016	Safety (Incidence and severity of ocular and non-ocular adverse events)|Intraocular Pressure (IOP)	https://ClinicalTrials.gov/show/NCT02537015
169	NCT02017327	Safety and Efficacy Assessment of Monoprost® in Comparison With Lumigan® 0.01 % and Lumigan® 0.03% Unit Dose	Recruiting	No Results Available	Primary Open Angle Glaucoma|Ocular Hypertension	Drug: Monoprost|Drug: Lumigan 0.01%|Drug: Lumigan 0.03% Unit Dose	Laboratoires Thea	Both	Adult|Senior	Phase 4	396	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	LT2345-PIV-02/13|2013-001250-10	December 2, 2013	December 2013	December 2015	October 15, 2014	December 2013	No Study Results Posted	null	December 2015	safety with respect to the assessment of conjunctival hyperaemia in the Worse eye|Response to treatment	https://ClinicalTrials.gov/show/NCT02017327
170	NCT01896180	Study to Compare the Safety and Efficacy of ALZ-1101 to Latanoprost in Patients With Intraocular Pressure Inadequately Controlled by Latanoprost	Completed	No Results Available	Primary Open Angle Glaucoma|Ocular Hypertension|Elevated Intraocular Pressure	Drug: ALZ-1101|Drug: Latanoprost	Alleanza Pharmaceuticals, Inc.	Both	Adult|Senior	Phase 2	63	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	ALZ-1101-101	July 8, 2013	July 2013	January 2014	September 29, 2014	September 2014	No Study Results Posted	null	January 2014	Goldmann applanation tonometry|Safety	https://ClinicalTrials.gov/show/NCT01896180
171	NCT01828255	IOP Patterns in Fast Versus Slow Visual Field Progression Patients	Terminated	No Results Available	Primary Open-angle Glaucoma Patient	Device: SENSIMED Triggerfish®	Sensimed AG	Both	Adult|Senior		40	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TF-1212	April 5, 2013	March 2013	May 2014	May 12, 2014	May 2014	No Study Results Posted	null	May 2014	Relationship between 24-hour IOP pattern as recorded by TF and VF progression in patients with POAG.|24-hour IOP pattern as recorded by TF between patients with POAG with fast and slow rates of VF progression	https://ClinicalTrials.gov/show/NCT01828255
172	NCT02358369	Dose-Ranging Study of the Bimatoprost Ocular Insert	Active, not recruiting	No Results Available	Primary Open-Angle Glaucoma|Ocular Hypertension	Drug: Bimatoprost|Drug: Timolol	ForSight Vision5, Inc.	Both	Adult|Senior	Phase 2	156	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	FSV5-004	January 21, 2015	January 2015	November 2015	June 9, 2015	June 2015	No Study Results Posted	null	August 2015	Change in IOP from baseline|Safety assessed by ophthalmic examination including best-corrected visual acuity, slit lamp exam, automated visual field, and dilated fundus exam.	https://ClinicalTrials.gov/show/NCT02358369
173	NCT02290795	Vitreopapillary Traction and Optic Disc Morphology	Not yet recruiting	No Results Available	Posterior Vitreous Detachment|Vitreomacular Traction|Glaucoma|Vitreopapillary Traction	Other: OCT imaging/HRT imaging	Universitaire Ziekenhuizen Leuven	Both	Adult|Senior		350	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	VPT study	October 29, 2014	November 2014	April 2016	November 14, 2014	October 2014	No Study Results Posted	null	April 2016	Prevalence of VPT in glaucoma patients|Change in VPT following trabeculectomy|Change in VPT following ocriplasmin|Proportion of patients with VPT that present with optic nerve head hemorrhage|Proportion of patients with focal visual field defect that have corresponding focal VPT	https://ClinicalTrials.gov/show/NCT02290795
174	NCT02165631	The Diurnal and Nocturnal Effect of Simbrinza and Timolol on Intraocular Pressure and Ocular Perfusion Pressure	Recruiting	No Results Available	Open Angle Glaucoma|Ocular Hypertension|Pigment Dispersion Syndrome|Pseudoexfoliation Glaucoma		University of Colorado, Denver	Both	Adult|Senior		60	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	14-0362|UL1TR001082	June 13, 2014	August 2014	October 2015	August 6, 2015	August 2015	No Study Results Posted	null	October 2015	Intraocular pressure	https://ClinicalTrials.gov/show/NCT02165631
175	NCT02471105	Investigation of IOP and Tolerability of Bimatoprost 0.1% and Tafluprost Unit Dose Preservative Free 15 Microgram/ml	Not yet recruiting	No Results Available	Ocular Hypertension|Glaucoma	Drug: Preserved Bimatoprost 0.1%|Drug: Tafluprost Unit Dose Preservative Free 15microgram/ml	Universitaire Ziekenhuizen Leuven|Allergan	Both	Adult|Senior	Phase 4	67	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	S57304	March 31, 2015	September 2015	December 2017	June 12, 2015	March 2015	No Study Results Posted	SPORTII	May 2017	the difference in mean IOP values between the 2 groups|the difference in IOP values between the groups in change from baseline IOP|the difference in mean IOP between the 2 groups|the difference in IOP between the 2 groups at each timepoints	https://ClinicalTrials.gov/show/NCT02471105
176	NCT01906138	An Open Label Study Assessing the 24-hour Intraocular Pressure Pattern in PAC and PACG Patients, Before and After Laser Peripheral Iridotomy	Completed	No Results Available	Glaucoma	Device: SENSIMED Triggerfish®	Sensimed AG	Both	Adult|Senior		27	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TF-1106	July 19, 2013	July 2013	July 2014	August 25, 2014	August 2014	No Study Results Posted	null	July 2014	The 24-hour Intraocular pressure pattern as recorded by Triggerfish in patients with Primary Angle Closure and Primary Angle Closure Glaucoma|To assess the nycthemeral Intraocular pressure patterns specific to PAC and PACG|To assess the effect of laser peripheral iridotomy on diurnal and nocturnal intraocular pressure pattern for each group of patients|To assess the comfort of contact lens sensor wear in patients of Indian origin	https://ClinicalTrials.gov/show/NCT01906138
177	NCT02312362	High Frequency Deep Sclerotomy (HFDS) ab Interno a Combination Surgical Intervention Using Cataract Surgery to Lower IOP	Recruiting	No Results Available	Cataract|Glaucoma|POAG	Procedure: Combined sclerotomy ab interno and phaco|Procedure: Phacoemulsification with IOL implantation	Oertli Instrumente AG|University of Geneva, Switzerland	Both	Adult|Senior		108	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	HFDS_PS_v9	December 5, 2014	November 2012	December 2016	December 5, 2014	December 2014	No Study Results Posted	HFDS_abinterno	June 2015	Intraocular pressure|visual acuity|decrease in anti glaucoma medications	https://ClinicalTrials.gov/show/NCT02312362
